Светлана Лушкина,realtor,,Подольск,sale,flat,5,5,1,31.4,-1,0,4500000,,проспект Юных Ленинцев,88а,Щербинка,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,1,5,1,30.0,-1,0,4500000,, Машиностроителей,28б,Подольск,
Регион,real_estate_agent,,Подольск,sale,flat,3,5,1,35.0,-1,0,4500000,, Ватутина,32,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,4,5,1,30.1,-1,0,4500000,,Высотная ,9,Подольск,
Император,real_estate_agent,,Подольск,sale,flat,5,5,1,30.9,-1,0,4500000,,проспект 50 лет Октября,13,Подольск,
ЭТАЖИ Подольск,real_estate_agent,,Подольск,sale,flat,5,5,1,30.8,-1,0,4500000,, Серпуховская,1,Подольск,
Астория,real_estate_agent,,Подольск,sale,flat,1,5,1,32.8,-1,0,4599000,,Ленинградский проезд,3,Подольск,
Новая Жизнь,real_estate_agent,,Подольск,sale,flat,1,5,1,39.0,-1,0,4600000,, Железнодорожная,1,Подольск,
Император,real_estate_agent,,Подольск,sale,flat,9,9,1,28.0,-1,0,4600000,, Клемента Готвальда,17,Подольск,
Михаил Коптев,realtor,,Подольск,sale,flat,4,5,1,31.0,-1,0,4650000,мкр. Высотный, Кирова,55,,
MoRE,real_estate_agent,,Подольск,sale,flat,1,5,1,30.1,-1,0,4650000,,Красногвардейский бульвар,3,Подольск,
Владис,real_estate_agent,,Подольск,sale,flat,4,5,2,45.0,-1,0,4650000,, Железнодорожная,3,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,2,5,2,42.0,-1,0,6000000,, Заводская,10,Подольск,
,,,Подольск,sale,flat,8,17,2,76.37,-1,0,11073650,, Советская,18к1,Подольск,Мессиер 18
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,11,14,1,39.3,-1,0,5800000,,Октябрьский проспект,7а,Подольск,
PORTAL ESTATE,real_estate_agent,,Подольск,sale,flat,2,5,2,43.5,-1,0,5950000,, Пролетарская,2,Подольск,
,,,Подольск,sale,flat,16,17,2,70.47,-1,0,10218150,, Советская,18к2,Подольск,Мессиер 18
Регион,real_estate_agent,,Подольск,sale,flat,4,9,1,35.0,-1,0,5200000,Подольск,Октябрьский проспект,2В,,
PORTAL ESTATE,real_estate_agent,,Подольск,sale,flat,7,9,1,34.0,-1,0,6000000,,Комсомольская ,42а,Подольск,
,,,Подольск,sale,flat,2,17,2,71.56,-1,0,10376200,, Советская,18к2,Подольск,Мессиер 18
PORTAL ESTATE,real_estate_agent,,Подольск,sale,flat,2,2,2,64.2,-1,0,5500000,,Плещеевская ,35А,Силикатная,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,3,12,2,51.4,-1,0,5990000,,Плещеевская ,56г,Силикатная,
ГорНедвижимость,real_estate_agent,,Подольск,sale,flat,5,5,2,43.6,-1,0,5700000,,Сосновая ,10а,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,6,9,1,33.2,-1,0,5990000,, Веллинга,4,Подольск,
,,,Подольск,sale,flat,6,17,1,51.3,-1,0,7951500,, Советская,18к1,Подольск,Мессиер 18
Максим Радин,realtor,,Подольск,sale,flat,13,17,1,38.1,-1,0,7000000,,Парадный проезд,4а,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,22,25,1,42.1,-1,0,6600000,, Генерала Варенникова,3,Подольск,
Денис Ложкин,realtor,,Подольск,sale,flat,11,19,1,35.7,-1,0,6000000,, Генерала Варенникова,2,Подольск,
Владимир Вишняков,realtor,,Подольск,sale,flat,8,9,1,43.9,-1,0,7200000,,Комсомольская ,46,Подольск,
ВСЁ ПРОСТО,real_estate_agent,,Подольск,sale,flat,4,5,2,46.0,-1,0,5950000,, Кирова,63,Подольск,
Мария Чекалина,realtor,,Подольск,sale,flat,5,5,2,44.5,-1,0,5050000,, Клемента Готвальда,7а,Подольск,
МАЯК,real_estate_agent,,Подольск,sale,flat,5,5,2,45.0,-1,0,5500000,,проезд Авиаторов,5,Силикатная,
Самолет Плюс,real_estate_agent,,Подольск,sale,flat,3,5,1,30.7,-1,0,5100000,, Большая Ивановская,16,Подольск,
Сделка,real_estate_agent,,Подольск,sale,flat,14,22,1,42.5,-1,0,6600000,, 43-й Армии,19,Подольск,Подольские просторы
ИНКОМ-Недвижимость,real_estate_agent,,Подольск,sale,flat,6,9,2,50.5,-1,0,6950000,, Пролетарская,3,Подольск,
Император,real_estate_agent,,Подольск,sale,flat,3,5,1,39.8,-1,0,6100000,,Революционный проспект,2/14,Подольск,
CENTURY 21 Столичная недвижимость,real_estate_agent,,Подольск,sale,flat,8,9,1,33.2,-1,0,5150000,,Юбилейная ,26,Подольск,
Самолет Плюс,real_estate_agent,,Подольск,sale,flat,2,14,1,38.7,-1,0,5700000,, Академика Доллежаля,22,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,1,5,2,45.4,-1,0,5599000,, Кирова,35,Подольск,
Самолет Плюс,real_estate_agent,,Подольск,sale,flat,8,9,2,51.7,-1,0,6925000,,Сосновая ,8а,Подольск,
Павел Борисов,realtor,,Подольск,sale,flat,10,17,1,43.7,-1,0,7000000,,Юбилейная ,2а,Подольск,Фетищево
Камелот,real_estate_agent,,Подольск,sale,flat,2,3,1,25.3,-1,0,3790000,,Осенний проезд,1,Подольск,
Астория,real_estate_agent,,Подольск,sale,flat,5,5,1,18.6,-1,0,3300000,, Заводская,14,Подольск,
ЭТАЖИ Подольск,real_estate_agent,,Подольск,sale,flat,3,5,1,30.7,-1,0,5400000,, Кирова,41,Подольск,
Триумф,real_estate_agent,,Подольск,sale,flat,12,17,1,34.0,-1,0,6000000,, Генерала Варенникова,2,Подольск,
ИНКОМ-Недвижимость,real_estate_agent,,Подольск,sale,flat,13,17,1,37.8,-1,0,6700000,, Ульяновых,31,Подольск,Парковый
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,3,9,1,32.0,-1,0,5890000,,проспект Ленина,150А,Подольск,
Ольга Павлова,realtor,,Подольск,sale,flat,1,18,1,38.7,-1,0,5200000,,проезд Электромонтажный,9,Подольск,Южный
СмениКварти.Ру,real_estate_agent,,Подольск,sale,flat,1,9,2,48.4,-1,0,6700000,, Свердлова,15,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,4,5,1,32.3,-1,0,4900000,, Свердлова,41,Подольск,
АРТ,real_estate_agent,,Подольск,sale,flat,3,5,1,31.6,-1,0,3980000,, Садовая,16,Подольск,
Астория,real_estate_agent,,Подольск,sale,flat,1,5,1,13.2,-1,0,3300000,, Заводская,14,Подольск,
Вероника,real_estate_agent,,Подольск,sale,flat,1,5,2,41.8,-1,0,4850000,,Южный проезд,9,Подольск,
Лариса Маргиева,realtor,,Подольск,sale,flat,3,17,1,56.4,-1,0,5900000,, Серпуховская,3А,Подольск,Дом на Серпуховской
ЭТАЖИ Подольск,real_estate_agent,,Подольск,sale,flat,2,22,1,46.0,-1,0,5700000,, Садовая,3к2,Силикатная,
ДНВ Недвижимость офис Западный,real_estate_agent,,Подольск,sale,flat,4,9,1,37.0,-1,0,6100000,, Советская,1,Подольск,
Вероника,real_estate_agent,,Подольск,sale,flat,2,2,2,43.6,-1,0,5500000,,Физкультурная ,3А,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,9,9,1,30.9,-1,0,5000000,,Бородинская ,22,Подольск,
Простор-недвижимость,real_estate_agent,,Подольск,sale,flat,10,14,1,37.9,-1,0,5500000,,проезд Флотский,7,Подольск,
Наталья Дерун,realtor,,Подольск,sale,flat,13,19,1,39.4,-1,0,6300000,, Генерала Смирнова,18,Подольск,
На Петровке,real_estate_agent,,Подольск,sale,flat,3,5,1,30.6,-1,0,4690000,,Красногвардейский бульвар,7а,Подольск,
Михаил Вохмянин,realtor,,Подольск,sale,flat,1,5,1,31.0,-1,0,3490000,, Школьная,50к6,Подольск,
Сермус Макс,real_estate_agent,,Подольск,sale,flat,17,18,2,55.0,-1,0,7100000,, 43-й Армии,23,Подольск,Подольские просторы
Дмитрий Касюкин,realtor,,Подольск,sale,flat,4,16,1,35.8,-1,0,6400000,,Парковая ,36,Подольск,
Кристина Захарова,realtor,,Подольск,sale,flat,1,12,1,36.0,-1,0,5050000,, Машиностроителей,32,Подольск,
Перспектива,real_estate_agent,,Подольск,sale,flat,2,5,2,40.5,-1,0,5500000,,Пионерская ,6,Подольск,
Оксана Александрова,realtor,,Подольск,sale,flat,4,5,2,45.0,-1,0,5500000,,Высотная ,3а,Подольск,
ОГРК,real_estate_agent,,Подольск,sale,flat,2,5,2,45.0,-1,0,6500000,, Филиппова,14,Подольск,
Владис,real_estate_agent,,Подольск,sale,flat,7,9,2,50.0,-1,0,6999999,, Космонавтов,2А,Подольск,
Мария Суворова,realtor,,Подольск,sale,flat,7,17,1,44.2,-1,0,7300000,,Юбилейная ,2а,Подольск,Фетищево
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,1,2,2,52.0,-1,0,4790000,, Суворова,2,Силикатная,
Астория,real_estate_agent,,Подольск,sale,flat,6,9,2,45.3,-1,0,5900000,,Ленинградская ,4,Подольск,
Вероника,real_estate_agent,,Подольск,sale,flat,1,9,1,33.3,-1,0,4700000,,Красногвардейский бульвар,31,Подольск,
Любовь Корягина,realtor,,Подольск,sale,flat,5,5,2,44.0,-1,0,6200000,,Красногвардейский бульвар,13а,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,1,4,1,32.8,-1,0,5200000,,Пионерская ,26А,Подольск,
Самолет Плюс Просторы,real_estate_agent,,Подольск,sale,flat,11,12,1,37.7,-1,0,6450000,, Генерала Стрельбицкого,9,Подольск,
Самолёт плюс Чехов,real_estate_agent,,Подольск,sale,flat,5,6,2,67.3,-1,0,6800000,, Заводская,21,Подольск,
Астория,real_estate_agent,,Подольск,sale,flat,7,14,1,39.8,-1,0,6600000,,Сосновая ,2к3,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,4,4,1,34.0,-1,0,4999990,, Садовая,4А,Подольск,
Респект Недвижимость,real_estate_agent,,Подольск,sale,flat,17,17,1,44.0,-1,0,6700000,, Серпуховская,3А,Подольск,Дом на Серпуховской
ВСЁ ПРОСТО,real_estate_agent,,Подольск,sale,flat,16,17,1,39.9,-1,0,5800000,, Академика Доллежаля,7к2,Подольск,
Любовь Корягина,realtor,,Подольск,sale,flat,5,9,1,34.1,-1,0,5800000,, Советская,1,Подольск,
ЭТАЖИ Подольск,real_estate_agent,,Подольск,sale,flat,2,5,2,43.1,-1,0,6000000,, Кирова,51,Подольск,
Надежда Жвикова,realtor,,Подольск,sale,flat,5,5,2,52.6,-1,0,5000000,,Плещеевская ,56Б,Силикатная,
Владис,real_estate_agent,,Подольск,sale,flat,5,25,1,42.0,-1,0,6500000,, Генерала Варенникова,1,Подольск,
Павел Борисов,realtor,,Подольск,sale,flat,7,12,1,49.1,-1,0,7100000,,проспект Ленина,10,Силикатная,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,5,5,2,44.2,-1,0,5150000,, Кирова,53,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,7,9,2,50.8,-1,0,6780000,, Большая Серпуховская,54,Подольск,
Самолет Плюс Москва,real_estate_agent,,Подольск,sale,flat,3,5,2,47.3,-1,0,5200000,, Красная,1А,Подольск,
Надежда Асташева,realtor,,Подольск,sale,flat,1,5,2,46.1,-1,0,5800000,,проспект Юных Ленинцев,84а,Щербинка,
Адрес,developer,,Мытищи,sale,flat,4,16,2,36.2,-1,0,6878000,,Троицкая ,3Г,Медведково,Адрес
Василий Мельник,realtor,,Мытищи,sale,flat,2,13,2,63.1,-1,0,9500000,, Колпакова,25,Медведково,
Perspective-Realty,real_estate_agent,,Мытищи,sale,flat,2,17,1,36.0,-1,0,6500000,, Борисовка,4А,Медведково,
Инвест груп,developer,,Мытищи,sale,flat,10,25,2,48.39,-1,0,11346163,,,,Медведково,Кит 2 ЖК
Егор Петров,realtor,,Мытищи,sale,flat,13,24,1,34.1,-1,0,7450000,,Юбилейная ,6,Медведково,Ярославский
Валерий Станиславов,realtor,,Мытищи,sale,flat,11,13,1,33.6,-1,0,3000000,, Стрелковая,8,Медведково,Bravo
Инвест груп,developer,,Мытищи,sale,flat,12,25,1,36.85,-1,0,10133575,,,,Медведково,Кит 2 ЖК
ТСН Владис,real_estate_agent,,Мытищи,sale,flat,2,25,2,57.0,-1,0,10800000,, Борисовка,24А,Медведково,Ярославский
Роман Золотов,realtor,,Мытищи,sale,flat,3,17,1,26.2,-1,0,5400000,,проспект Астрахова,9,Медведково,Лидер Парк
Адрес,developer,,Мытищи,sale,flat,6,16,2,33.6,-1,0,7392000,,Троицкая ,3Г,Медведково,Адрес
ТСН Владис,real_estate_agent,,Мытищи,sale,flat,23,25,2,58.2,-1,0,11500000,,Медицинская ,2Б,Медведково,
Метражи group,real_estate_agent,,Мытищи,sale,flat,7,9,2,44.5,-1,0,8499999,,Олимпийский проспект,21к5,Медведково,
Инвест груп,developer,,Мытищи,sale,flat,22,25,2,60.12,-1,0,16228973,,Новомытищинский проспект,4А,Медведково,КИТ
ТСН Владис,real_estate_agent,,Мытищи,sale,flat,5,17,2,54.6,-1,0,10600000,,проспект Астрахова,4,Медведково,Новое Медведково
ID 96172,realtor,,Мытищи,sale,flat,5,5,1,32.2,-1,0,4700000,, Терешковой,12,Медведково,
Страна Девелопмент,developer,,Мытищи,sale,flat,8,25,2,44.04,-1,0,10740000,,,,Медведково,Страна.Парковая ЖК
ТСН Владис,real_estate_agent,,Мытищи,sale,flat,1,3,2,61.0,-1,0,7990000,,Новомытищинский проспект,82к1,Медведково,
Самолет Плюс Москва,real_estate_agent,,Мытищи,sale,flat,8,24,1,28.3,-1,0,8500000,,,2,Медведково,Долина Яузы ЖК
Инвест груп,developer,,Мытищи,sale,flat,6,25,1,36.0,-1,0,11415600,,Новомытищинский проспект,4А,Бабушкинская,КИТ
АДЕЛАИДА,real_estate_agent,,Мытищи,sale,flat,3,9,1,35.7,-1,0,6400000,, Семашко,23,Медведково,
ID 49986000,homeowner,,Мытищи,sale,flat,11,16,2,54.0,-1,0,9400000,, Воровского,1,Медведково,
Страна Девелопмент,developer,,Мытищи,sale,flat,16,25,1,31.63,-1,0,8660000,,,,Медведково,Страна.Парковая ЖК
ВРЕМЯ РЕШЕНИЙ,real_estate_agent,,Мытищи,sale,flat,2,10,2,60.7,-1,0,9800000,, Семашко,37,Медведково,
,,,Мытищи,sale,flat,5,7,1,44.4,-1,0,6700000,,Осташковское шоссе,22к6,Медведково,Мытищи Lite
ПИК,developer,,Мытищи,sale,flat,24,24,1,43.8,-1,0,9082718,,,5,Медведково,Яуза Парк ЖК
WHITE BROKER,real_estate_agent,,Мытищи,sale,flat,19,19,1,41.6,-1,0,7400000,, Борисовка,12а,Медведково,Ярославский
Три Ступени,real_estate_agent,,Мытищи,sale,flat,4,5,1,32.0,-1,0,4800000,,Новомытищинский проспект,82к5А,Медведково,
ПИК,developer,,Мытищи,sale,flat,15,25,2,48.0,-1,0,8633280,,,,Ростокино,Ярославский квартал ЖК
,,,Мытищи,sale,flat,5,6,1,33.2,-1,0,5300000,,бульвар Тенистый,9,Медведково,Императорские Мытищи
,,,Мытищи,sale,flat,6,7,1,44.5,-1,0,6900000,,Осташковское шоссе,22к3,Медведково,Мытищи Lite
,developer,,Мытищи,sale,flat,13,25,2,52.3,-1,0,9166098,,,,Ростокино,Ярославский квартал ЖК
,,,Мытищи,sale,flat,8,17,1,34.0,-1,0,7600000,,проспект Астрахова,7,Медведково,Лидер Парк
,,,Мытищи,sale,flat,11,16,2,41.0,-1,0,7299000,,Олимпийский проспект,9к2,Медведково,
,developer,,Мытищи,sale,flat,9,25,1,32.6,-1,0,6220340,,,,Медведково,Ярославский квартал ЖК
,,,Мытищи,sale,flat,10,10,1,48.4,-1,0,7990000,,Ярославское шоссе,111к1А,Медведково,
,,,Мытищи,sale,flat,2,4,2,40.8,-1,0,6200000,, Щербакова,11а,Медведково,
,developer,,Мытищи,sale,flat,23,24,1,29.75,-1,0,10899296,,,,Медведково,Долина Яузы ЖК
,homeowner,,Мытищи,sale,flat,5,6,1,32.9,-1,0,7590000,,бульвар Тенистый,1,Медведково,
,homeowner,,Мытищи,sale,flat,11,20,1,43.4,-1,0,8950000,, Колпакова,10,Медведково,Комфортный КВАРТАЛ
,developer,,Мытищи,sale,flat,23,24,1,43.8,-1,0,9074659,,,6,Медведково,Яуза Парк ЖК
,,,Мытищи,sale,flat,4,7,1,37.0,-1,0,6850000,,бульвар Тенистый,21,Медведково,Императорские Мытищи
,,,Мытищи,sale,flat,9,9,2,48.3,-1,0,7000000,,Новомытищинский проспект,43к1,Медведково,
,developer,,Мытищи,sale,flat,17,25,1,34.3,-1,0,7125344,,,16.4,Медведково,Ярославский
,,,Мытищи,sale,flat,11,17,1,31.0,-1,0,7500000,,переулок 1-й Стрелковый,1,Медведково,Мытищи Парк
,,,Мытищи,sale,flat,2,9,1,34.6,-1,0,6100000,, Колпакова,36к1,Медведково,
,developer,,Мытищи,sale,flat,9,25,1,32.3,-1,0,6335451,,,,Ростокино,Ярославский квартал ЖК
,,,Мытищи,sale,flat,13,17,2,33.6,-1,0,7500000,,переулок 1-й Стрелковый,3,Медведково,Мытищи Парк
,,,Мытищи,sale,flat,2,5,2,42.3,-1,0,6500000,, Попова,19,Медведково,
,developer,,Мытищи,sale,flat,3,25,2,58.6,-1,0,10685358,,,,Медведково,Ярославский квартал ЖК
,,,Мытищи,sale,flat,4,25,1,40.9,-1,0,7900000,, Борисовка,20,Медведково,Ярославский
,,,Мытищи,sale,flat,6,6,1,39.0,-1,0,6500000,,бульвар Тенистый,6,Медведково,Императорские Мытищи
,developer,,Мытищи,sale,flat,16,25,2,58.7,-1,0,12134698,,,16.1,Медведково,Ярославский
,,,Мытищи,sale,flat,2,12,2,49.4,-1,0,8050000,,Олимпийский проспект,6к2,Медведково,
,,,Мытищи,sale,flat,5,5,1,31.1,-1,0,3900000,, Советская,8А,Медведково,
,developer,,Мытищи,sale,flat,10,25,2,51.52,-1,0,13482888,,,,Медведково,Кит 2 ЖК
,,,Мытищи,sale,flat,16,18,1,52.5,-1,0,10600000,,проспект Астрахова,14А,Медведково,Новое Медведково
Самолет Плюс Мытищи,real_estate_agent,,Мытищи,sale,flat,17,17,1,36.5,-1,0,7500000,,Юбилейная ,24а,Медведково,
ПИК,developer,,Мытищи,sale,flat,18,25,2,49.3,-1,0,9053057,,,,Ростокино,Ярославский квартал ЖК
MONEYARD,real_estate_agent,,Мытищи,sale,flat,14,18,2,61.3,-1,0,10900000,Семейная квартира в спальном е2-комн. квартира,14/18 этаж,,,
Est-a-Tet – Вторичная недвижимость,real_estate_agent,,Мытищи,sale,flat,10,17,1,47.0,-1,0,8000000,, Мира,30,Медведково,
ПИК,developer,,Мытищи,sale,flat,13,24,1,37.8,-1,0,8109763,,,6,Медведково,Яуза Парк ЖК
ID 21619422,unknown,,Мытищи,sale,flat,5,7,1,37.0,-1,0,6990000,,бульвар Тенистый,10,Медведково,Императорские Мытищи
Кирилл Трофимов,realtor,,Мытищи,sale,flat,2,3,2,41.0,-1,0,6199000,, Терешковой,2А,Медведково,
INGRAD,developer,,Мытищи,sale,flat,17,23,2,35.4,-1,0,7972025,,,к11.2,Медведково,Белый Grad ЖК
ID 21619422,unknown,,Мытищи,sale,flat,4,6,1,38.0,-1,0,6450000,,бульвар Тенистый,19,Медведково,Императорские Мытищи
Самолет,developer,,Мытищи,sale,flat,2,17,1,35.55,-1,0,5828424,,,к6,Белокаменная,Мытищи Парк ЖК
INGRAD,developer,,Мытищи,sale,flat,14,20,2,46.7,-1,0,9681528,,,к11.2,Медведково,Белый Grad ЖК
Самолет Плюс Мытищи,real_estate_agent,,Мытищи,sale,flat,2,9,2,44.3,-1,0,7250000,,Олимпийский проспект,32к3,Медведково,
ID 52109,realtor,,Мытищи,sale,flat,8,9,1,37.8,-1,0,6500000,,Юбилейная ,35к2,Медведково,
INGRAD,developer,,Мытищи,sale,flat,7,23,2,39.7,-1,0,8389274,,,к11.3,Медведково,Белый Grad ЖК
АНБИС,real_estate_agent,,Мытищи,sale,flat,5,9,2,44.2,-1,0,7400000,, Колпакова,23к2,Медведково,
МИЭЛЬ,real_estate_agent,,Мытищи,sale,flat,9,10,1,38.0,-1,0,6750000,,Шараповская ,2к2,Медведково,
INGRAD,developer,,Мытищи,sale,flat,21,23,1,38.1,-1,0,8459882,,,к11.3,Медведково,Белый Grad ЖК
ID 38943,realtor,,Мытищи,sale,flat,2,17,1,37.3,-1,0,8190000,, Благовещенская,3,Медведково,
Лилия Рахматуллина,realtor,,Мытищи,sale,flat,2,4,1,32.8,-1,0,6550000,,Железнодорожная ,52,Медведково,
ПИК,developer,,Мытищи,sale,flat,20,24,2,53.1,-1,0,9228142,,,1.3,Ростокино,Ярославский квартал ЖК
НДВ,real_estate_agent,,Мытищи,sale,flat,4,6,1,38.6,-1,0,7250000,, Красная Слобода,7,Медведково,Мытищи Lite
RainbowEstate,real_estate_agent,,Мытищи,sale,flat,2,9,1,31.1,-1,0,5400000,,Летная ,24к3,Медведково,
ПИК,developer,,Мытищи,sale,flat,10,16,1,35.9,-1,0,8851504,,,4,Медведково,Яуза Парк ЖК
ID 21619422,unknown,,Мытищи,sale,flat,4,6,2,55.0,-1,0,9200000,,бульвар Тенистый,12,Медведково,Императорские Мытищи
Рустам Ерматов,realtor,,Мытищи,sale,flat,5,7,1,38.6,-1,0,6850000,,бульвар Тенистый,14А,Медведково,Императорские Мытищи
Инвест груп,developer,,Мытищи,sale,flat,18,25,2,43.84,-1,0,12188083,,,,Медведково,Кит 2 ЖК
ID 21619422,unknown,,Мытищи,sale,flat,5,7,2,55.0,-1,0,8990000,,бульвар Тенистый,9,Медведково,Императорские Мытищи
ID 123039874,homeowner,,Мытищи,sale,flat,4,5,2,45.3,-1,0,6800000,,Новомытищинский проспект,12к1,Медведково,
ПИК,developer,,Мытищи,sale,flat,11,25,1,36.2,-1,0,7646598,,,16.1,Медведково,Ярославский
ID 63683478,unknown,,Мытищи,sale,flat,2,9,1,32.0,-1,0,7200000,,Летная ,32к2,Медведково,
SOLD.,real_estate_agent,,Мытищи,sale,flat,8,9,1,32.6,-1,0,5300000,, 1-я Пролетарская,7,Медведково,
ПИК,developer,,Мытищи,sale,flat,4,25,1,36.3,-1,0,7841380,,,16.2,Медведково,Ярославский
Самолет Плюс Москва,real_estate_agent,,Мытищи,sale,flat,3,3,1,50.0,-1,0,7900000,, Колпакова,8,Медведково,
Анна Николаевская,realtor,,Мытищи,sale,flat,9,17,1,31.4,-1,0,5990000,,проспект Астрахова,2,Медведково,Новое Медведково
ПИК,developer,,Мытищи,sale,flat,17,25,2,56.1,-1,0,12355912,,,16.2,Медведково,Ярославский
ID 22653,real_estate_agent,,Мытищи,sale,flat,2,14,1,36.6,-1,0,6600000,,Юбилейная ,36к2,Медведково,
Геннадий Костин,realtor,,Мытищи,sale,flat,9,9,1,42.0,-1,0,6300000,, 3-я Парковая,23,Медведково,
ПИК,developer,,Мытищи,sale,flat,11,25,1,34.0,-1,0,6193440,,,,Ростокино,Ярославский квартал ЖК
ID 268959,realtor,,Мытищи,sale,flat,11,17,2,34.1,-1,0,7650000,, Стрельбище Динамо,10,Медведково,Мытищи Парк
Нина Коваленко,realtor,,Мытищи,sale,flat,7,9,1,35.0,-1,0,6300000,,проезд 2-й Щелковский,5к2,Медведково,
ПИК,developer,,Мытищи,sale,flat,21,25,1,36.1,-1,0,7505912,,,16.3,Медведково,Ярославский
ID 21619422,unknown,,Мытищи,sale,flat,5,7,2,52.0,-1,0,9900000,,бульвар Тенистый,19,Медведково,Императорские Мытищи
ID 12369177,real_estate_agent,,Мытищи,sale,flat,14,17,1,36.4,-1,0,7100000,,Юбилейная ,24,Медведково,
Инвест груп,developer,,Мытищи,sale,flat,6,25,2,53.03,-1,0,11891671,,,,Медведково,Кит 2 ЖК
ID 48869276,realtor,,Мытищи,sale,flat,1,5,2,44.1,-1,0,7400000,, Терешковой,13,Медведково,
Антон Бутусов,realtor,,Мытищи,sale,flat,16,17,1,49.6,-1,0,8590000,, Мира,30,Медведково,
ID 90885892,homeowner,,Мытищи,sale,flat,5,14,2,59.3,-1,0,9950000,,Индустриальная ,7к3,Медведково,
INGRAD,developer,,Мытищи,sale,flat,2,18,1,37.4,-1,0,7811524,,,,Медведково,Новое Медведково ЖК
Инвест груп,developer,,Мытищи,sale,flat,9,25,1,38.76,-1,0,9230765,,,,Медведково,Кит 2 ЖК
ID 114305714,homeowner,,Мытищи,sale,flat,4,5,1,32.1,-1,0,5600000,,Новомытищинский проспект,70,Медведково,
Марина Федяева,realtor,,Мытищи,sale,flat,7,9,1,38.3,-1,0,7200000,, Академика Каргина,43к2,Медведково,
ID 88599316,homeowner,,Мытищи,sale,flat,12,12,1,35.7,-1,0,7600000,, Колпакова,42к1,Медведково,
Самолет Плюс Мытищи,real_estate_agent,,Мытищи,sale,flat,10,12,2,51.7,-1,0,8500000,, Колпакова,42к2,Медведково,
ПИК,developer,,Мытищи,sale,flat,21,25,2,46.2,-1,0,9580401,,,16.3,Медведково,Ярославский
ID 78316069,homeowner,,Мытищи,sale,flat,2,17,1,36.6,-1,0,8100000,,проспект Астрахова,7,Медведково,Лидер Парк
CENTURY 21 Перспектива,real_estate_agent,,Мытищи,sale,flat,8,25,1,47.8,-1,0,8180000,,Юбилейная ,28,Медведково,
ПИК,developer,,Мытищи,sale,flat,23,24,1,33.9,-1,0,7722148,,,6,Медведково,Яуза Парк ЖК
Светлана Никулина,realtor,,Мытищи,sale,flat,11,20,1,45.0,-1,0,8990000,,Институтская ,6,Медведково,Комфортный КВАРТАЛ
Владислав Каплин,realtor,,Мытищи,sale,flat,5,5,1,31.0,-1,0,5200000,,Проезжая ,4,Медведково,
ПИК,developer,,Мытищи,sale,flat,24,24,2,51.2,-1,0,10113228,,,6,Медведково,Яуза Парк ЖК
Алина Николаева,realtor,,Мытищи,sale,flat,12,14,2,65.0,-1,0,13000000,, Мира,35,Медведково,Ярославский
Светлана Рябинина,realtor,,Мытищи,sale,flat,6,10,1,39.0,-1,0,5300000,мкр. Пироговский, Тимирязева,8,,
INGRAD,developer,,Мытищи,sale,flat,7,17,2,41.6,-1,0,8391935,,,к11.1,Медведково,Белый Grad ЖК
Сергей Синицын,realtor,,Мытищи,sale,flat,10,17,1,32.0,-1,0,7700000,,переулок 1-й Стрелковый,3,Медведково,Мытищи Парк
PORTAL ESTATE,real_estate_agent,,Мытищи,sale,flat,5,5,2,54.0,-1,0,5000000,, Зеленая,7,Медведково,
ПИК,developer,,Мытищи,sale,flat,24,24,2,46.3,-1,0,9865233,,,к5,Медведково,Яуза Парк ЖК
Екатерина Юлаева,realtor,,Мытищи,sale,flat,2,9,1,31.5,-1,0,6000000,,Летная ,32к2,Медведково,
АРГУМЕНТ,real_estate_agent,,Мытищи,sale,flat,6,9,1,31.1,-1,0,5800000,,Летная ,38к2,Медведково,
ПИК,developer,,Мытищи,sale,flat,2,16,2,58.7,-1,0,12917756,,,4,Медведково,Яуза Парк ЖК
СЛУЖБА 925,real_estate_agent,,Мытищи,sale,flat,1,9,-1,48.3,-1,0,3750000,,Станционная ,3к1,Медведково,
Марина Гурьянова,realtor,,Мытищи,sale,flat,6,6,1,37.6,-1,0,6400000,,Осташковское шоссе,22к2,Медведково,Мытищи Lite
ПИК,developer,,Мытищи,sale,flat,4,24,2,61.0,-1,0,12638224,,,6,Медведково,Яуза Парк ЖК
